UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1474393506,9/20/2016 12:00:00 AM,07:45:06,384.72,57,30.41,53,52.77,4.5,06:11:00,18:21:00
1479914702,11/23/2016 12:00:00 AM,05:25:02,1.18,41,30.39,84,166.81,10.12,06:36:00,17:42:00
1476940821,10/19/2016 12:00:00 AM,19:20:21,1.24,52,30.46,102,110.16,1.12,06:19:00,17:56:00
1479961804,11/23/2016 12:00:00 AM,18:30:04,1.21,44,30.44,75,158.53,5.62,06:36:00,17:42:00
1476301220,10/12/2016 12:00:00 AM,09:40:20,815.57,59,30.48,81,128.97,7.87,06:16:00,18:02:00
1474832723,9/25/2016 12:00:00 AM,09:45:23,823.07,63,30.5,26,75.91,6.75,06:12:00,18:16:00
1477489220,10/26/2016 12:00:00 AM,03:40:20,1.17,44,30.4,37,173.66,5.62,06:21:00,17:52:00
1482167118,12/19/2016 12:00:00 AM,07:05:18,6.86,46,30.51,91,138.52,7.87,06:52:00,17:48:00
1473639620,9/11/2016 12:00:00 AM,14:20:20,156.05,58,30.46,93,15.66,3.37,06:09:00,18:29:00
1476003620,10/8/2016 12:00:00 AM,23:00:20,1.26,50,30.43,90,193.39,6.75,06:15:00,18:05:00
1478043620,11/1/2016 12:00:00 AM,13:40:20,317.2,59,30.45,38,88.4,3.37,06:24:00,17:48:00
1478465401,11/6/2016 12:00:00 AM,10:50:01,879.38,65,30.49,22,35.99,4.5,06:26:00,17:46:00
1476835517,10/18/2016 12:00:00 AM,14:05:17,301.64,56,30.4,100,38.3,7.87,06:18:00,17:57:00
1478783104,11/10/2016 12:00:00 AM,03:05:04,1.22,48,30.41,24,233.82,4.5,06:28:00,17:45:00
1474796421,9/24/2016 12:00:00 AM,23:40:21,1.24,48,30.49,72,171.54,3.37,06:12:00,18:17:00
1474219208,9/18/2016 12:00:00 AM,07:20:08,246.8,54,30.45,90,158.74,4.5,06:11:00,18:23:00
1476549620,10/15/2016 12:00:00 AM,06:40:20,15.3,49,30.48,26,179.67,7.87,06:17:00,17:59:00
1475038823,9/27/2016 12:00:00 AM,19:00:23,1.29,53,30.39,95,183.01,4.5,06:13:00,18:15:00
1480051201,11/24/2016 12:00:00 AM,19:20:01,1.21,46,30.48,100,134.51,7.87,06:37:00,17:42:00
1483023952,12/29/2016 12:00:00 AM,05:05:52,1.19,37,30.34,61,165.49,5.62,06:56:00,17:53:00
1474663821,9/23/2016 12:00:00 AM,10:50:21,1113.02,61,30.47,87,60.13,4.5,06:12:00,18:18:00
1472916008,9/3/2016 12:00:00 AM,05:20:08,2.76,50,30.41,93,216.23,7.87,06:08:00,18:36:00
1474514121,9/21/2016 12:00:00 AM,17:15:21,126.18,53,30.39,92,53.07,10.12,06:11:00,18:20:00
1481382349,12/10/2016 12:00:00 AM,05:05:49,1.25,48,30.39,100,268.62,4.5,06:47:00,17:44:00
1477047918,10/21/2016 12:00:00 AM,01:05:18,1.2,44,30.43,99,163.08,14.62,06:19:00,17:55:00
1475165722,9/29/2016 12:00:00 AM,06:15:22,6.17,47,30.41,61,157.11,7.87,06:13:00,18:13:00
1483034150,12/29/2016 12:00:00 AM,07:55:50,79.24,45,30.36,101,151.5,1.12,06:56:00,17:53:00
1481629502,12/13/2016 12:00:00 AM,01:45:02,1.33,43,30.31,97,279.24,9.0,06:48:00,17:45:00
1481742905,12/14/2016 12:00:00 AM,09:15:05,543.76,46,30.32,59,282.03,2.25,06:49:00,17:46:00
1481388050,12/10/2016 12:00:00 AM,06:40:50,1.29,49,30.4,95,186.76,0.0,06:47:00,17:44:00
1482775539,12/26/2016 12:00:00 AM,08:05:39,97.21,48,30.47,101,139.63,12.37,06:55:00,17:51:00
1481978118,12/17/2016 12:00:00 AM,02:35:18,1.21,42,30.25,66,182.52,10.12,06:51:00,17:47:00
1479699001,11/20/2016 12:00:00 AM,17:30:01,28.27,49,30.4,102,321.11,4.5,06:34:00,17:42:00
1479388802,11/17/2016 12:00:00 AM,03:20:02,1.24,52,30.4,22,169.12,15.75,06:32:00,17:43:00
1476843918,10/18/2016 12:00:00 AM,16:25:18,201.93,57,30.4,93,128.98,5.62,06:18:00,17:57:00
1472848203,9/2/2016 12:00:00 AM,10:30:03,930.87,64,30.47,41,109.42,9.0,06:07:00,18:37:00
1473427229,9/9/2016 12:00:00 AM,03:20:29,1.54,44,30.36,101,175.63,4.5,06:09:00,18:31:00
1473714020,9/12/2016 12:00:00 AM,11:00:20,674.36,65,30.52,56,337.17,1.12,06:09:00,18:28:00
1476358822,10/13/2016 12:00:00 AM,01:40:22,1.22,50,30.47,47,182.0,10.12,06:17:00,18:01:00
1480452603,11/29/2016 12:00:00 AM,10:50:03,469.26,49,30.44,96,141.55,3.37,06:40:00,17:42:00
1482021018,12/17/2016 12:00:00 AM,14:30:18,936.21,60,30.25,71,17.89,10.12,06:51:00,17:47:00
1477394118,10/25/2016 12:00:00 AM,01:15:18,1.19,45,30.44,68,192.61,9.0,06:21:00,17:52:00
1480609502,12/1/2016 12:00:00 AM,06:25:02,1.2,44,30.4,98,26.23,4.5,06:41:00,17:42:00
1475396418,10/1/2016 12:00:00 AM,22:20:18,1.27,50,30.47,102,117.27,4.5,06:13:00,18:11:00
1474449604,9/20/2016 12:00:00 AM,23:20:04,1.23,49,30.41,101,81.61,5.62,06:11:00,18:21:00
1476074719,10/9/2016 12:00:00 AM,18:45:19,1.27,53,30.41,87,137.07,3.37,06:16:00,18:04:00
1483011642,12/29/2016 12:00:00 AM,01:40:42,1.17,37,30.36,54,183.05,7.87,06:56:00,17:53:00
1482105318,12/18/2016 12:00:00 AM,13:55:18,24.01,45,30.37,100,263.36,3.37,06:51:00,17:47:00
1478436001,11/6/2016 12:00:00 AM,02:40:01,1.21,46,30.46,27,169.16,6.75,06:26:00,17:46:00
1476680420,10/16/2016 12:00:00 AM,19:00:20,1.25,56,30.48,31,93.74,4.5,06:18:00,17:59:00
1479396601,11/17/2016 12:00:00 AM,05:30:01,1.21,52,30.42,20,135.75,10.12,06:32:00,17:43:00
1477264520,10/23/2016 12:00:00 AM,13:15:20,935.62,61,30.39,35,51.3,6.75,06:20:00,17:54:00
1473272723,9/7/2016 12:00:00 AM,08:25:23,326.79,52,30.44,98,73.69,1.12,06:08:00,18:33:00
1478152217,11/2/2016 12:00:00 AM,19:50:17,1.21,48,30.46,30,153.21,6.75,06:24:00,17:48:00
1473306622,9/7/2016 12:00:00 AM,17:50:22,100.84,57,30.41,82,72.85,5.62,06:08:00,18:33:00
1477105518,10/21/2016 12:00:00 AM,17:05:18,108.24,49,30.42,93,99.58,10.12,06:19:00,17:55:00
1476867617,10/18/2016 12:00:00 AM,23:00:17,1.24,51,30.46,89,154.69,5.62,06:18:00,17:57:00
1478291719,11/4/2016 12:00:00 AM,10:35:19,853.57,64,30.47,30,349.74,3.37,06:25:00,17:47:00
1475029820,9/27/2016 12:00:00 AM,16:30:20,179.72,57,30.36,87,26.77,2.25,06:13:00,18:15:00
1477435217,10/25/2016 12:00:00 AM,12:40:17,949.38,64,30.45,63,17.6,2.25,06:21:00,17:52:00
1482477943,12/22/2016 12:00:00 AM,21:25:43,1.24,50,30.46,28,145.45,13.5,06:53:00,17:49:00
1477140018,10/22/2016 12:00:00 AM,02:40:18,1.21,48,30.4,102,128.2,2.25,06:20:00,17:54:00
1473398726,9/8/2016 12:00:00 AM,19:25:26,1.87,49,30.4,101,63.97,3.37,06:09:00,18:32:00
1476666322,10/16/2016 12:00:00 AM,15:05:22,437.92,63,30.48,22,14.52,5.62,06:18:00,17:59:00
1482637849,12/24/2016 12:00:00 AM,17:50:49,6.26,54,30.43,34,128.09,5.62,06:54:00,17:50:00
1473130806,9/5/2016 12:00:00 AM,17:00:06,200.86,56,30.4,96,37.29,3.37,06:08:00,18:35:00
1478351418,11/5/2016 12:00:00 AM,03:10:18,1.25,47,30.45,33,171.98,14.62,06:26:00,17:46:00
1473505819,9/10/2016 12:00:00 AM,01:10:19,1.57,46,30.36,100,167.23,4.5,06:09:00,18:30:00
1480991452,12/5/2016 12:00:00 AM,16:30:52,13.66,45,30.35,93,331.45,4.5,06:44:00,17:43:00
1476944721,10/19/2016 12:00:00 AM,20:25:21,1.25,52,30.48,102,86.59,5.62,06:19:00,17:56:00
1476444624,10/14/2016 12:00:00 AM,01:30:24,1.26,52,30.45,33,176.61,10.12,06:17:00,18:00:00
1482596749,12/24/2016 12:00:00 AM,06:25:49,1.23,45,30.45,91,157.87,12.37,06:54:00,17:50:00
1474426506,9/20/2016 12:00:00 AM,16:55:06,110.11,55,30.38,96,9.65,4.5,06:11:00,18:21:00
1482487553,12/23/2016 12:00:00 AM,00:05:53,1.2,49,30.45,28,148.94,6.75,06:54:00,17:50:00
1474417202,9/20/2016 12:00:00 AM,14:20:02,941.99,62,30.38,79,359.92,4.5,06:11:00,18:21:00
1474497920,9/21/2016 12:00:00 AM,12:45:20,510.51,59,30.41,82,351.92,5.62,06:11:00,18:20:00
1479205203,11/15/2016 12:00:00 AM,00:20:03,1.2,45,30.46,79,157.97,12.37,06:31:00,17:43:00
1482534649,12/23/2016 12:00:00 AM,13:10:49,831.33,58,30.44,66,66.11,4.5,06:54:00,17:50:00
1480333218,11/28/2016 12:00:00 AM,01:40:18,1.24,48,30.44,24,175.03,7.87,06:39:00,17:42:00
1476081018,10/9/2016 12:00:00 AM,20:30:18,1.25,50,30.44,93,170.8,4.5,06:16:00,18:04:00
1478962802,11/12/2016 12:00:00 AM,05:00:02,1.19,43,30.46,83,170.74,4.5,06:30:00,17:44:00
1473818704,9/13/2016 12:00:00 AM,16:05:04,269.22,62,30.4,81,322.64,10.12,06:10:00,18:27:00
1473149124,9/5/2016 12:00:00 AM,22:05:24,2.23,48,30.43,60,152.18,4.5,06:08:00,18:35:00
1476852017,10/18/2016 12:00:00 AM,18:40:17,1.25,52,30.43,98,148.41,7.87,06:18:00,17:57:00
1475994319,10/8/2016 12:00:00 AM,20:25:19,1.26,52,30.43,98,175.19,3.37,06:15:00,18:05:00
1480157401,11/26/2016 12:00:00 AM,00:50:01,1.24,45,30.46,101,125.43,11.25,06:38:00,17:42:00
1473413122,9/8/2016 12:00:00 AM,23:25:22,1.54,43,30.41,88,164.36,5.62,06:09:00,18:32:00
1474416605,9/20/2016 12:00:00 AM,14:10:05,923.62,63,30.39,75,2.21,7.87,06:11:00,18:21:00
1478481901,11/6/2016 12:00:00 AM,15:25:01,524.18,64,30.43,63,57.43,6.75,06:26:00,17:46:00
1479630017,11/19/2016 12:00:00 AM,22:20:17,1.2,50,30.47,99,169.27,5.62,06:34:00,17:42:00
1478413202,11/5/2016 12:00:00 AM,20:20:02,1.25,51,30.49,29,157.02,9.0,06:26:00,17:46:00
1480101607,11/25/2016 12:00:00 AM,09:20:07,219.92,47,30.5,102,50.87,9.0,06:37:00,17:42:00
1476390925,10/13/2016 12:00:00 AM,10:35:25,915.95,65,30.49,30,2.32,5.62,06:17:00,18:01:00
1475039125,9/27/2016 12:00:00 AM,19:05:25,1.3,53,30.39,95,183.01,2.25,06:13:00,18:15:00
1477623621,10/27/2016 12:00:00 AM,17:00:21,106.59,52,30.38,96,104.45,5.62,06:22:00,17:51:00
1475418322,10/2/2016 12:00:00 AM,04:25:22,1.26,48,30.42,101,126.8,0.0,06:14:00,18:10:00
1481993718,12/17/2016 12:00:00 AM,06:55:18,5.29,39,30.26,88,171.73,5.62,06:51:00,17:47:00
1475756118,10/6/2016 12:00:00 AM,02:15:18,1.23,49,30.44,95,202.34,5.62,06:15:00,18:07:00
1478663402,11/8/2016 12:00:00 AM,17:50:02,3.19,52,30.41,98,18.74,0.0,06:27:00,17:45:00
1482748250,12/26/2016 12:00:00 AM,00:30:50,1.22,44,30.45,102,54.5,3.37,06:55:00,17:51:00
1472937006,9/3/2016 12:00:00 AM,11:10:06,225.56,63,30.46,80,331.91,5.62,06:08:00,18:36:00
1478001620,11/1/2016 12:00:00 AM,02:00:20,1.27,45,30.46,58,145.51,1.12,06:24:00,17:48:00
1479084608,11/13/2016 12:00:00 AM,14:50:08,641.18,57,30.42,69,356.63,4.5,06:30:00,17:44:00
1479253805,11/15/2016 12:00:00 AM,13:50:05,667.36,56,30.44,87,102.15,9.0,06:31:00,17:43:00
1480799433,12/3/2016 12:00:00 AM,11:10:33,90.4,45,30.33,93,322.2,3.37,06:42:00,17:43:00
1477009821,10/20/2016 12:00:00 AM,14:30:21,763.27,56,30.42,79,4.45,10.12,06:19:00,17:56:00
1481901624,12/16/2016 12:00:00 AM,05:20:24,1.26,38,30.22,86,11.22,1.12,06:50:00,17:46:00
1473571523,9/10/2016 12:00:00 AM,19:25:23,2.08,51,30.41,96,75.87,3.37,06:09:00,18:30:00
1479836702,11/22/2016 12:00:00 AM,07:45:02,108.5,47,30.43,103,75.83,6.75,06:35:00,17:42:00
1477045818,10/21/2016 12:00:00 AM,00:30:18,1.21,45,30.44,99,158.99,5.62,06:19:00,17:55:00
1479436217,11/17/2016 12:00:00 AM,16:30:17,191.26,59,30.4,27,76.84,10.12,06:32:00,17:43:00
1479191104,11/14/2016 12:00:00 AM,20:25:04,1.21,49,30.47,102,123.33,6.75,06:31:00,17:43:00
1474188604,9/17/2016 12:00:00 AM,22:50:04,1.22,52,30.49,84,153.57,7.87,06:10:00,18:24:00
1476551720,10/15/2016 12:00:00 AM,07:15:20,22.19,52,30.49,23,166.42,5.62,06:17:00,17:59:00
1481791225,12/14/2016 12:00:00 AM,22:40:25,1.3,42,30.28,49,202.84,11.25,06:49:00,17:46:00
1478511901,11/6/2016 12:00:00 AM,23:45:01,1.23,51,30.47,27,254.75,3.37,06:26:00,17:46:00
1477684518,10/28/2016 12:00:00 AM,09:55:18,351.26,50,30.43,102,52.69,7.87,06:22:00,17:51:00
1481809204,12/15/2016 12:00:00 AM,03:40:04,1.3,39,30.24,63,250.1,3.37,06:50:00,17:46:00
1478120117,11/2/2016 12:00:00 AM,10:55:17,906.1,63,30.47,16,44.63,5.62,06:24:00,17:48:00
1478678101,11/8/2016 12:00:00 AM,21:55:01,1.22,48,30.46,99,191.13,2.25,06:27:00,17:45:00
1479078602,11/13/2016 12:00:00 AM,13:10:02,864.93,58,30.44,65,15.54,13.5,06:30:00,17:44:00
1472930402,9/3/2016 12:00:00 AM,09:20:02,771.37,60,30.46,82,301.0,5.62,06:08:00,18:36:00
1482143717,12/19/2016 12:00:00 AM,00:35:17,1.26,49,30.47,82,195.68,9.0,06:52:00,17:48:00
1482885942,12/27/2016 12:00:00 AM,14:45:42,384.78,58,30.39,30,61.84,7.87,06:56:00,17:52:00
1474109705,9/17/2016 12:00:00 AM,00:55:05,1.27,54,30.47,96,145.84,9.0,06:10:00,18:24:00
1474088708,9/16/2016 12:00:00 AM,19:05:08,1.25,54,30.46,96,144.1,9.0,06:10:00,18:25:00
1479108602,11/13/2016 12:00:00 AM,21:30:02,1.18,45,30.47,87,188.08,3.37,06:30:00,17:44:00
1479810302,11/22/2016 12:00:00 AM,00:25:02,1.22,48,30.43,102,107.7,5.62,06:35:00,17:42:00
1476162620,10/10/2016 12:00:00 AM,19:10:20,1.23,53,30.41,58,174.95,5.62,06:16:00,18:03:00
1475860219,10/7/2016 12:00:00 AM,07:10:19,22.27,46,30.42,90,176.32,4.5,06:15:00,18:06:00
1482386449,12/21/2016 12:00:00 AM,20:00:49,1.19,47,30.42,41,159.07,2.25,06:53:00,17:49:00
1476522018,10/14/2016 12:00:00 AM,23:00:18,1.19,52,30.5,24,189.98,9.0,06:17:00,18:00:00
1479551118,11/19/2016 12:00:00 AM,00:25:18,1.17,47,30.43,97,128.19,5.62,06:34:00,17:42:00
1474997419,9/27/2016 12:00:00 AM,07:30:19,299.86,48,30.38,97,157.57,10.12,06:13:00,18:15:00
1481621102,12/12/2016 12:00:00 AM,23:25:02,1.31,44,30.33,97,212.6,5.62,06:48:00,17:45:00
1481603403,12/12/2016 12:00:00 AM,18:30:03,1.3,48,30.33,102,260.26,9.0,06:48:00,17:45:00
1482626739,12/24/2016 12:00:00 AM,14:45:39,663.78,57,30.41,66,125.22,12.37,06:54:00,17:50:00
1479411304,11/17/2016 12:00:00 AM,09:35:04,393.84,58,30.47,25,72.68,9.0,06:32:00,17:43:00
1473893103,9/14/2016 12:00:00 AM,12:45:03,360.84,65,30.44,65,193.5,9.0,06:10:00,18:26:00
1476349223,10/12/2016 12:00:00 AM,23:00:23,1.26,52,30.49,43,166.02,13.5,06:16:00,18:02:00
1476359118,10/13/2016 12:00:00 AM,01:45:18,1.18,49,30.47,47,167.59,9.0,06:17:00,18:01:00
1474445405,9/20/2016 12:00:00 AM,22:10:05,1.24,50,30.42,100,112.54,4.5,06:11:00,18:21:00
1474209004,9/18/2016 12:00:00 AM,04:30:04,1.27,52,30.43,100,139.08,5.62,06:11:00,18:23:00
1474792219,9/24/2016 12:00:00 AM,22:30:19,1.2,49,30.5,71,168.43,4.5,06:12:00,18:17:00
1474803922,9/25/2016 12:00:00 AM,01:45:22,1.26,47,30.46,75,183.74,6.75,06:12:00,18:16:00
1472828105,9/2/2016 12:00:00 AM,04:55:05,1.78,47,30.42,72,166.92,6.75,06:07:00,18:37:00
1473626719,9/11/2016 12:00:00 AM,10:45:19,1194.95,61,30.5,75,358.13,6.75,06:09:00,18:29:00
1473819903,9/13/2016 12:00:00 AM,16:25:03,116.89,61,30.4,83,324.44,11.25,06:10:00,18:27:00
1477660218,10/28/2016 12:00:00 AM,03:10:18,1.18,47,30.39,101,50.38,2.25,06:22:00,17:51:00
1482355850,12/21/2016 12:00:00 AM,11:30:50,820.62,59,30.44,42,15.61,5.62,06:53:00,17:49:00
1475565622,10/3/2016 12:00:00 AM,21:20:22,1.28,52,30.46,99,60.79,1.12,06:14:00,18:09:00
1479470117,11/18/2016 12:00:00 AM,01:55:17,1.21,47,30.43,27,169.88,4.5,06:33:00,17:43:00
1481438140,12/10/2016 12:00:00 AM,20:35:40,1.28,49,30.42,102,85.39,1.12,06:47:00,17:44:00
1479775808,11/21/2016 12:00:00 AM,14:50:08,783.62,54,30.39,98,61.47,6.75,06:35:00,17:42:00
1479711303,11/20/2016 12:00:00 AM,20:55:03,1.23,48,30.44,102,182.19,9.0,06:34:00,17:42:00
1477672520,10/28/2016 12:00:00 AM,06:35:20,11.98,46,30.39,102,137.05,4.5,06:22:00,17:51:00
1482206117,12/19/2016 12:00:00 AM,17:55:17,2.2,51,30.5,88,162.88,4.5,06:52:00,17:48:00
1480668601,12/1/2016 12:00:00 AM,22:50:01,1.17,45,30.43,93,174.5,6.75,06:41:00,17:42:00
1476497420,10/14/2016 12:00:00 AM,16:10:20,445.17,63,30.45,51,56.14,10.12,06:17:00,18:00:00
1478540103,11/7/2016 12:00:00 AM,07:35:03,40.1,48,30.45,21,201.39,10.12,06:27:00,17:46:00
1476520221,10/14/2016 12:00:00 AM,22:30:21,1.25,52,30.51,24,169.34,9.0,06:17:00,18:00:00
1482640243,12/24/2016 12:00:00 AM,18:30:43,1.25,51,30.44,36,121.8,4.5,06:54:00,17:50:00
1472754906,9/1/2016 12:00:00 AM,08:35:06,633.24,53,30.45,72,133.06,10.12,06:07:00,18:38:00
1482485749,12/22/2016 12:00:00 AM,23:35:49,1.24,49,30.45,27,166.22,5.62,06:53:00,17:49:00
1478526302,11/7/2016 12:00:00 AM,03:45:02,1.21,50,30.42,24,223.11,5.62,06:27:00,17:46:00
1482856539,12/27/2016 12:00:00 AM,06:35:39,1.2,46,30.43,30,168.53,10.12,06:56:00,17:52:00
1476426325,10/13/2016 12:00:00 AM,20:25:25,1.25,52,30.48,33,190.25,2.25,06:17:00,18:01:00
1475699427,10/5/2016 12:00:00 AM,10:30:27,782.31,56,30.47,102,0.1,3.37,06:14:00,18:08:00
1476863719,10/18/2016 12:00:00 AM,21:55:19,1.22,51,30.46,90,168.29,4.5,06:18:00,17:57:00
1480456804,11/29/2016 12:00:00 AM,12:00:04,549.09,49,30.41,99,90.12,7.87,06:40:00,17:42:00
1480807535,12/3/2016 12:00:00 AM,13:25:35,57.44,45,30.29,93,326.05,6.75,06:42:00,17:43:00
1482982849,12/28/2016 12:00:00 AM,17:40:49,11.06,46,30.35,100,119.76,9.0,06:56:00,17:52:00
1478358317,11/5/2016 12:00:00 AM,05:05:17,1.22,47,30.46,37,179.2,6.75,06:26:00,17:46:00
1481376350,12/10/2016 12:00:00 AM,03:25:50,1.23,48,30.37,96,158.43,4.5,06:47:00,17:44:00
1480646405,12/1/2016 12:00:00 AM,16:40:05,53.54,45,30.39,93,86.84,7.87,06:41:00,17:42:00
1476386120,10/13/2016 12:00:00 AM,09:15:20,706.69,63,30.49,27,97.23,10.12,06:17:00,18:01:00
1477601721,10/27/2016 12:00:00 AM,10:55:21,895.5,62,30.43,60,79.76,9.0,06:22:00,17:51:00
1476759321,10/17/2016 12:00:00 AM,16:55:21,216.1,59,30.42,81,85.44,3.37,06:18:00,17:58:00
1483002640,12/28/2016 12:00:00 AM,23:10:40,1.19,41,30.37,100,145.26,6.75,06:56:00,17:52:00
1480950333,12/5/2016 12:00:00 AM,05:05:33,1.26,45,30.31,93,23.27,2.25,06:44:00,17:43:00
1479494418,11/18/2016 12:00:00 AM,08:40:18,263.3,53,30.44,84,158.02,10.12,06:33:00,17:43:00
1474842921,9/25/2016 12:00:00 AM,12:35:21,1041.13,63,30.47,56,336.46,4.5,06:12:00,18:16:00
1476368424,10/13/2016 12:00:00 AM,04:20:24,1.2,47,30.45,48,162.54,6.75,06:17:00,18:01:00
1477809618,10/29/2016 12:00:00 AM,20:40:18,1.23,48,30.46,102,117.57,11.25,06:23:00,17:50:00
1479586218,11/19/2016 12:00:00 AM,10:10:18,670.02,53,30.46,74,40.51,9.0,06:34:00,17:42:00
1482722450,12/25/2016 12:00:00 AM,17:20:50,134.14,48,30.41,94,207.65,9.0,06:55:00,17:51:00
1477675217,10/28/2016 12:00:00 AM,07:20:17,96.79,47,30.4,102,171.54,5.62,06:22:00,17:51:00
1473830404,9/13/2016 12:00:00 AM,19:20:04,1.75,55,30.43,99,334.1,2.25,06:10:00,18:27:00
1475883025,10/7/2016 12:00:00 AM,13:30:25,1083.61,59,30.4,90,18.81,1.12,06:15:00,18:06:00
1480876534,12/4/2016 12:00:00 AM,08:35:34,71.41,45,30.38,93,190.67,4.5,06:43:00,17:43:00
1481451349,12/11/2016 12:00:00 AM,00:15:49,1.29,48,30.43,102,218.75,1.12,06:47:00,17:44:00
1482365752,12/21/2016 12:00:00 AM,14:15:52,712.81,57,30.4,74,39.12,6.75,06:53:00,17:49:00
1476533123,10/15/2016 12:00:00 AM,02:05:23,1.21,49,30.47,29,164.93,10.12,06:17:00,17:59:00
1476423623,10/13/2016 12:00:00 AM,19:40:23,1.24,53,30.47,30,131.24,9.0,06:17:00,18:01:00
1480856734,12/4/2016 12:00:00 AM,03:05:34,1.23,45,30.33,93,148.29,4.5,06:43:00,17:43:00
1475424022,10/2/2016 12:00:00 AM,06:00:22,1.21,48,30.43,99,131.71,5.62,06:14:00,18:10:00
1473663922,9/11/2016 12:00:00 AM,21:05:22,2.86,53,30.51,100,131.52,2.25,06:09:00,18:29:00
1480037102,11/24/2016 12:00:00 AM,15:25:02,181.81,48,30.44,100,92.64,4.5,06:37:00,17:42:00
1478669701,11/8/2016 12:00:00 AM,19:35:01,1.23,48,30.44,86,122.19,2.25,06:27:00,17:45:00
1477824618,10/30/2016 12:00:00 AM,00:50:18,1.23,47,30.43,102,140.28,5.62,06:23:00,17:49:00
1482646541,12/24/2016 12:00:00 AM,20:15:41,1.22,48,30.46,32,155.05,9.0,06:54:00,17:50:00
1474955431,9/26/2016 12:00:00 AM,19:50:31,1.22,49,30.42,66,140.94,9.0,06:12:00,18:15:00
1475590222,10/4/2016 12:00:00 AM,04:10:22,1.23,50,30.41,97,284.1,0.0,06:14:00,18:08:00
1475319625,10/1/2016 12:00:00 AM,01:00:25,1.24,49,30.45,97,146.72,11.25,06:13:00,18:11:00
1478923201,11/11/2016 12:00:00 AM,18:00:01,1.26,56,30.46,67,68.85,1.12,06:29:00,17:44:00
1475801123,10/6/2016 12:00:00 AM,14:45:23,80.47,56,30.43,97,22.02,4.5,06:15:00,18:07:00
1480446902,11/29/2016 12:00:00 AM,09:15:02,305.46,46,30.45,100,91.21,4.5,06:40:00,17:42:00
1477067717,10/21/2016 12:00:00 AM,06:35:17,8.33,48,30.42,101,118.75,3.37,06:19:00,17:55:00
1480158904,11/26/2016 12:00:00 AM,01:15:04,1.2,44,30.45,101,144.37,13.5,06:38:00,17:42:00
1474274707,9/18/2016 12:00:00 AM,22:45:07,1.24,50,30.46,37,149.57,5.62,06:11:00,18:23:00
1482351949,12/21/2016 12:00:00 AM,10:25:49,714.99,58,30.46,37,50.97,6.75,06:53:00,17:49:00
1474509921,9/21/2016 12:00:00 AM,16:05:21,546.14,58,30.38,77,27.58,6.75,06:11:00,18:20:00
1476044421,10/9/2016 12:00:00 AM,10:20:21,872.45,64,30.44,57,39.84,3.37,06:16:00,18:04:00
1483114806,12/30/2016 12:00:00 AM,06:20:06,1.19,40,30.3,76,188.52,6.75,06:57:00,17:54:00
1480317917,11/27/2016 12:00:00 AM,21:25:17,1.22,44,30.47,31,177.29,9.0,06:38:00,17:42:00
1473644720,9/11/2016 12:00:00 AM,15:45:20,284.87,58,30.45,92,88.38,2.25,06:09:00,18:29:00
1474945822,9/26/2016 12:00:00 AM,17:10:22,309.28,55,30.38,83,36.69,4.5,06:12:00,18:15:00
1478836202,11/10/2016 12:00:00 AM,17:50:02,3.56,54,30.46,92,87.47,2.25,06:28:00,17:45:00
1476654921,10/16/2016 12:00:00 AM,11:55:21,462.23,66,30.53,21,2.38,2.25,06:18:00,17:59:00
1475088323,9/28/2016 12:00:00 AM,08:45:23,605.51,61,30.42,56,72.33,5.62,06:13:00,18:14:00
1477522520,10/26/2016 12:00:00 AM,12:55:20,943.89,60,30.41,54,110.98,3.37,06:21:00,17:52:00
1478574002,11/7/2016 12:00:00 AM,17:00:02,66.9,58,30.4,65,17.78,5.62,06:27:00,17:46:00
1476847818,10/18/2016 12:00:00 AM,17:30:18,38.98,56,30.41,91,164.62,2.25,06:18:00,17:57:00
1473570020,9/10/2016 12:00:00 AM,19:00:20,2.27,51,30.4,98,1.53,6.75,06:09:00,18:30:00
1474442407,9/20/2016 12:00:00 AM,21:20:07,1.23,50,30.43,99,154.51,3.37,06:11:00,18:21:00
1474749318,9/24/2016 12:00:00 AM,10:35:18,1007.2,61,30.49,91,45.26,5.62,06:12:00,18:17:00
1472957403,9/3/2016 12:00:00 AM,16:50:03,42.25,59,30.42,94,42.85,4.5,06:08:00,18:36:00
1474349103,9/19/2016 12:00:00 AM,19:25:03,1.25,55,30.42,52,143.94,2.25,06:11:00,18:22:00
1477751118,10/29/2016 12:00:00 AM,04:25:18,1.2,46,30.38,101,146.95,3.37,06:23:00,17:50:00
1473949206,9/15/2016 12:00:00 AM,04:20:06,1.22,48,30.4,97,178.48,4.5,06:10:00,18:26:00
1472840702,9/2/2016 12:00:00 AM,08:25:02,543.59,62,30.46,29,243.49,0.0,06:07:00,18:37:00
1479012601,11/12/2016 12:00:00 AM,18:50:01,1.23,52,30.46,59,125.6,1.12,06:30:00,17:44:00
1477033817,10/20/2016 12:00:00 AM,21:10:17,1.22,46,30.45,99,118.11,3.37,06:19:00,17:56:00
1483168805,12/30/2016 12:00:00 AM,21:20:05,1.23,45,30.34,101,252.58,3.37,06:57:00,17:54:00
1473665119,9/11/2016 12:00:00 AM,21:25:19,2.33,53,30.51,100,171.57,4.5,06:09:00,18:29:00
1477686920,10/28/2016 12:00:00 AM,10:35:20,358.11,50,30.43,102,41.8,4.5,06:22:00,17:51:00
